,train,val,test
109,TCGA-EJ-A46E-01Z-00-DX1.DBF5A5EC-DCD9-44E9-8303-9F61BEAE44D0,,
110,TCGA-EJ-A46E-01A-03-TSC.BD88DFE6-0A51-40DF-B113-55E1EE2EC698,,
111,TCGA-EJ-A46F-01A-03-TSC.ADE40768-9689-4146-AF0F-04E4824F8515,,
112,TCGA-EJ-A46F-01Z-00-DX1.83D9E6DF-80E7-401F-9089-6589BC9F2751,,
113,TCGA-EJ-A46G-01A-03-TSC.21C277CB-AB34-42D7-8FB3-D343DD839246,,
114,TCGA-EJ-A46G-01Z-00-DX1.F6443830-54BB-44D8-91F2-D9EA52255650,,
115,TCGA-EJ-A46H-01A-03-TSC.11F880B5-E024-4F95-B32A-87963F53D5BA,,
116,TCGA-EJ-A46H-01Z-00-DX1.0E60D106-3766-49A8-B1D8-9BB216F06B2B,,
117,TCGA-EJ-A46I-01Z-00-DX1.AB750E29-1BB3-4FA2-88B8-C4CD71C0CD32,,
118,TCGA-EJ-A46I-01A-01-TSA.C5E07D95-0820-41A2-B35A-5307ACD24B24,,
119,TCGA-EJ-A65D-01A-01-TSA.79E9504C-73CC-43C7-BAAE-EA0B7CDFAD7B,,
120,TCGA-EJ-A65E-01A-01-TSA.5CCA7B30-7494-41FE-952E-67669C017AE1,,
121,TCGA-EJ-A65G-01A-02-TSB.5621CA0E-5A09-4709-BDB1-3E45599411F2,,
122,TCGA-EJ-A65M-01A-01-TSA.2355218D-3DDC-401E-8B14-68E9A8D481D7,,
123,TCGA-EJ-A6RA-01A-01-TSA.5AF20B4D-ACB4-491A-8E89-388AF20C5C19,,
124,TCGA-EJ-A6RC-01A-01-TSA.CE54A4F9-3819-40DF-BFBE-97244505966F,,
125,TCGA-EJ-A7NF-01A-01-TSA.506E98A4-2703-4470-A8C4-A16C2C457F92,,
126,TCGA-EJ-A7NG-01A-03-TSC.CD8408BC-0A1D-470F-BB17-C7F4BD86DDF1,,
127,TCGA-EJ-A7NJ-01A-02-TSB.4C0C0D53-2632-4A64-B96E-354212A93C9E,,
128,TCGA-EJ-A7NK-01A-01-TS1.448F57D7-002A-4F2D-8E56-FA3E13B4446D,,
129,TCGA-EJ-A7NM-01A-02-TSB.A67844DC-708C-45E2-AF9F-CB619D24515E,,
130,TCGA-EJ-A7NN-01A-01-TSA.0076EFCA-59C3-4A79-A6C6-0312470A6162,,
131,TCGA-EJ-A8FN-01A-01-TSA.C6EC1B27-A3F7-4DD5-9851-8333C5A7463A,,
132,TCGA-EJ-A8FS-01A-01-TSA.16B8B31A-59DE-4159-ADE0-8D398DFB9414,,
133,TCGA-EJ-AB20-01A-01-TS1.44C864B0-D9E7-4A26-BC89-E705934847AA,,
134,TCGA-EJ-AB27-01A-01-TSA.F77F4813-6967-431B-925F-F973F3F0F18E,,
135,TCGA-FC-7708-01A-01-TS1.52481141-5f15-4796-b7fc-91cd66268adc,,
136,TCGA-FC-7708-01Z-00-DX1.393b7c70-fb4e-42cd-8725-ebab83a9400e,,
137,TCGA-FC-7708-01A-01-BS1.083ef7a6-fa6b-4d2b-bd31-c9ddb8bd9fc6,,
138,TCGA-FC-7961-01Z-00-DX1.9a513f3d-b401-4450-8486-ee04751da4e8,,
139,TCGA-FC-7961-01A-01-TS1.b0f8c1fe-b03e-4509-b6a3-821815d6b11a,,
140,TCGA-FC-A4JI-01Z-00-DX1.05793978-083B-4332-91D3-8843E5115808,,
141,TCGA-FC-A4JI-01A-01-TSA.C542E72B-CEB6-462E-BF6B-EA05A7F0E080,,
142,TCGA-FC-A5OB-01A-01-TSA.605E0BD0-5D49-4867-800A-ECBC02D3723C,,
143,TCGA-FC-A5OB-01Z-00-DX1.0055A98C-140F-48D0-B4E8-F110BEF2C6BB,,
144,TCGA-FC-A66V-01Z-00-DX1.0F1FC5E0-5BF2-4F79-85EB-F0DDA773C3BA,,
145,TCGA-FC-A66V-01A-02-TSB.A0A04119-22F4-4810-AD06-E01EF78BF94E,,
146,TCGA-FC-A6HD-01Z-00-DX1.C0F96A58-322B-439E-A304-02B2A730B96C,,
147,TCGA-FC-A6HD-01A-01-TSA.D104ED3F-41A3-4743-9F32-93849D9D1A04,,
148,TCGA-FC-A8O0-01A-04-TSD.88941EBE-4275-4123-8696-D579D916F810,,
149,TCGA-FC-A8O0-01Z-00-DX1.BBBC76A6-FA46-47EA-A727-71C99AD079FD,,
150,TCGA-G9-6329-01Z-00-DX1.644ad1cf-baca-4b4c-ba0b-c4ecdd42750c,,
151,TCGA-G9-6329-01A-01-TS1.3ba7dbae-9a3e-4787-9b8b-777256a6614c,,
152,TCGA-G9-6329-01A-01-BS1.5b13e86b-7c22-479e-9874-bde87ff4b78f,,
153,TCGA-G9-6332-01A-01-TS1.d54991a1-34d1-499b-b0d0-07b728840d7f,,
154,TCGA-G9-6332-01Z-00-DX1.1f517e93-7c02-473e-bc89-a86ff72c4f77,,
155,TCGA-G9-6333-01A-01-BS1.0d1e11df-0a6c-46d5-a7ea-a4b06dab919c,,
156,TCGA-G9-6333-01A-01-TS1.055458ad-64a6-417a-bdd4-c9aafc765146,,
157,TCGA-G9-6333-01Z-00-DX1.930417fd-52d1-4993-938c-e0127300b0b1,,
158,TCGA-G9-6336-01A-01-TS1.e4b220ac-6221-4e03-b59a-b7df93808893,,
159,TCGA-G9-6336-01Z-00-DX1.ec538aa0-4ecf-412c-9a5f-4babd4201307,,
160,TCGA-G9-6338-01A-01-TS1.d3e4c348-e233-40b4-86be-764b1dce529a,,
161,TCGA-G9-6338-01A-01-BS1.f71188e8-7d98-49da-9f9c-984fe94bb134,,
162,TCGA-G9-6338-01Z-00-DX1.1c549ebe-d3be-4a86-96d8-f48a37210980,,
163,TCGA-G9-6339-01A-01-TS1.3779e13d-0c53-421c-8743-8e706ed02135,,
164,TCGA-G9-6339-01Z-00-DX1.121F06DE-112E-4204-9F27-8493DF8FF750,,
165,TCGA-G9-6342-01A-01-BS1.5f4e5513-6cb0-4a36-81a6-a1345829224d,,
166,TCGA-G9-6342-01A-01-TS1.ab5b0d9a-0bf7-4305-9aef-420319ea42d4,,
167,TCGA-G9-6342-01Z-00-DX1.5ea9bcc5-b2ce-4aef-a89d-c02eb3fd8910,,
168,TCGA-G9-6343-01A-01-BS1.133501ab-d368-44e2-8446-7eee39633102,,
169,TCGA-G9-6343-01Z-00-DX1.e5756f91-d1a7-4cb4-8140-e93bb92bf194,,
170,TCGA-G9-6347-01Z-00-DX1.583E2C3F-464D-40D4-83CC-D7B9F3F9B3C0,,
171,TCGA-G9-6347-01A-01-TS1.a882166a-6433-4c20-adaf-2f4af74d56a3,,
172,TCGA-G9-6348-01A-01-TS1.eb97eff4-eb37-4615-b0a3-f24d3247f1a1,,
173,TCGA-G9-6348-01Z-00-DX1.4c009944-287c-4025-b47c-75404e927d78,,
174,TCGA-G9-6351-01A-01-BS1.3f51f8f3-0dc3-4358-ac2b-ceff0240160d,,
175,TCGA-G9-6351-01Z-00-DX1.53bfb95a-6a60-49dc-80e3-6ea0f4dc9d8d,,
176,TCGA-G9-6353-01A-01-BS1.648ae426-984d-45d7-86e1-04e8fc78d5c5,,
177,TCGA-G9-6353-01A-01-TS1.4ab909c9-9fa2-40c8-8058-302570208624,,
178,TCGA-G9-6353-01Z-00-DX1.4eb1f19f-67b8-47dc-a4da-b781441e9281,,
179,TCGA-G9-6354-01Z-00-DX1.CE5E817C-B5AC-4D81-B610-C608FA32D1AB,,
180,TCGA-G9-6354-01A-01-TS1.1634c0ee-4dff-4579-9176-4398c2913b80,,
181,TCGA-G9-6356-01A-01-BS1.98a14684-9655-48e6-a6ab-f9a092a6f0ee,,
182,TCGA-G9-6356-01Z-00-DX1.e9631d5e-7454-4dab-b3f8-f157f0ed3715,,
183,TCGA-G9-6356-01A-01-TS1.9d7a0069-ddc4-46eb-b6dd-763f66db8de6,,
184,TCGA-G9-6361-01Z-00-DX1.41814e1f-71af-4e91-b5ba-6703c112bbe8,,
185,TCGA-G9-6361-01A-01-BS1.469dee21-6164-41da-be6f-1bcaa94c6bb4,,
186,TCGA-G9-6362-01A-01-TS1.2411f11a-be2b-4703-902f-06210387acfb,,
187,TCGA-G9-6362-01A-01-BS1.90145c5e-10c4-4f04-9d4c-8b80cd438f2e,,
188,TCGA-G9-6362-01Z-00-DX1.01f380d7-a7cc-4a0f-a003-a087858701af,,
189,TCGA-G9-6363-01A-01-BS1.c0a77a0e-dbca-4714-896b-39c4a47a3100,,
190,TCGA-G9-6363-01Z-00-DX1.390dc5bd-9d79-459c-8251-548c8f30cff0,,
191,TCGA-G9-6364-01Z-00-DX1.caf8af7b-eef3-4c8f-a05d-1679cb02aca5,,
192,TCGA-G9-6364-01A-01-BS1.63ba3b77-3020-41b2-8be8-90b1f8d50e7f,,
193,TCGA-G9-6365-01A-01-TS1.875f953c-6dcd-4a95-8ead-d494b3b6c7bd,,
194,TCGA-G9-6365-01A-01-BS1.a419e38b-7595-44cf-b1a1-c83588add655,,
195,TCGA-G9-6365-01Z-00-DX1.58e1ed37-d7bb-4f41-b5a1-ad92af2b0ac8,,
196,TCGA-G9-6366-01A-01-TS1.63bb190e-0d0a-4b06-99ba-33a9c70dbac7,,
197,TCGA-G9-6366-01Z-00-DX1.4e68a4f0-ff9b-49da-ba2d-97235f61dfac,,
198,TCGA-G9-6366-01A-01-BS1.280738e2-0ac9-4202-8ab2-aa1ce235ca53,,
199,TCGA-G9-6367-01Z-00-DX1.0f5d51fc-42f6-41ee-9419-b547df5e7f8e,,
200,TCGA-G9-6367-01A-01-BS1.6b2c714c-4890-4949-8b2a-94724fe5db35,,
201,TCGA-G9-6367-01A-01-TS1.d7c9514c-c576-4616-875c-67151a0a9491,,
202,TCGA-G9-6370-01A-01-TS1.420b5ec1-dca9-45cc-b31f-4bb61ba55197,,
203,TCGA-G9-6370-01Z-00-DX1.6350a132-43b7-4b2e-9c83-23e7f00b60ff,,
204,TCGA-G9-6370-01A-01-BS1.ef27baac-c27a-4d49-9c6c-2e0e0cc51bfd,,
205,TCGA-G9-6371-01A-01-TS1.f93ece1e-3101-4212-ae22-4ab9d72fdc2a,,
206,TCGA-G9-6371-01A-01-BS1.5983b0ef-e763-4e3d-b07d-88d00e75688d,,
207,TCGA-G9-6371-01Z-00-DX1.0c8cc8d4-bb9e-4ade-aaa9-22c451fb363b,,
208,TCGA-G9-6373-01A-01-TS1.491dcda8-f861-4600-be09-3c64a733d47a,,
209,TCGA-G9-6373-01A-01-BS1.d6266ca4-7e0e-42c1-8bef-2bd778a8f279,,
210,TCGA-G9-6373-01Z-00-DX1.cb1899c3-2157-49ee-ac4f-8092d02b5f2f,,
211,TCGA-G9-6377-01A-01-TS1.c629ee70-2d88-4672-8088-41cfe6584466,,
212,TCGA-G9-6377-01A-01-BS1.5cc24d73-153a-48c4-a21d-9c5bdbca505c,,
213,TCGA-G9-6377-01Z-00-DX1.e446e088-404c-4ae7-b2b2-b81057c0c454,,
214,TCGA-G9-6378-01A-01-TS1.5e34f0c4-80be-4784-b765-deef6b0b8f38,,
215,TCGA-G9-6378-01Z-00-DX1.c06b70ec-64ee-4db0-8682-72c1cc0e97bc,,
216,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8,,
217,TCGA-G9-6379-01Z-00-DX1.7EE265D9-72A6-4019-924E-D88C865F66CA,,
218,TCGA-G9-6379-01A-01-TS1.e68160c6-6fff-4da8-b308-11cb9644471f,,
219,TCGA-G9-6384-01A-01-BS1.6ce38e25-bc4c-4bf9-9a22-59f199d3967d,,
220,TCGA-G9-6384-01Z-00-DX1.5f44fa1f-bedb-45b7-829d-c60731e4d236,,
221,TCGA-G9-6384-01A-01-TS1.1454c986-bb6c-441e-a29c-314bc3810db5,,
222,TCGA-G9-6385-01A-01-TS1.f8f5b668-5259-46fd-9135-dadbb6590788,,
223,TCGA-G9-6385-01Z-00-DX1.e75b4a90-f29f-4e80-a0a6-f2fb80d0e2d8,,
224,TCGA-G9-6494-01Z-00-DX1.023d173a-85dc-4814-9c1e-449f491eb444,,
225,TCGA-G9-6494-01A-01-TS1.ddd3134e-1c27-406c-a6ef-7178c1144bbe,,
226,TCGA-G9-6494-01A-01-BS1.3cd65563-f85f-445f-930f-6e59480ee8bd,,
227,TCGA-G9-6496-01Z-00-DX1.c883d773-50ce-4fa7-a96c-1faf0500da28,,
228,TCGA-G9-6496-01A-01-BS1.b18387e6-1efb-45b9-9d5b-3b70aec7d40d,,
229,TCGA-G9-6496-01A-01-TS1.53804906-6fb0-47c8-9e69-51f4d3af38d4,,
230,TCGA-G9-6498-01A-01-TS1.f3baadab-d3ef-4599-b846-3930a40ef3d2,,
231,TCGA-G9-6498-01Z-00-DX1.B89E5C96-DEB5-4ABE-9378-99E5869899A7,,
232,TCGA-G9-6499-01A-01-BS1.f12590c2-3be7-4210-885e-3ae7ee550a54,,
233,TCGA-G9-6499-01A-01-TS1.d0b05534-c109-4f91-bdc8-64bccfe23d86,,
234,TCGA-G9-6499-01Z-00-DX1.4d60a36f-fccc-44b5-b8df-360fbc704c23,,
235,TCGA-G9-7509-01A-01-TS1.42f37fea-c33c-42eb-bf86-ffa0c29e14da,,
236,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F,,
237,TCGA-G9-7510-01A-01-BS1.ef501d4b-2050-4a14-ba70-30af075a285c,,
238,TCGA-G9-7510-01Z-00-DX1.1f670df9-1bc4-40bd-8a5f-3a14cd0d794b,,
239,TCGA-G9-7510-01A-01-TS1.b71e2eb0-7bed-4f87-8980-fcedacf1fe51,,
240,TCGA-G9-7519-01A-01-TS1.abb8de74-40e5-49bb-a056-3a0669ddab4c,,
241,TCGA-G9-7519-01Z-00-DX1.1858532a-d4db-4ee7-95d3-8d733694a275,,
242,TCGA-G9-7521-01Z-00-DX1.6b2a4c47-db98-44fe-b5f8-c96ec398f37a,,
243,TCGA-G9-7521-01A-01-BS1.e1f7c4bd-35a3-43fa-acb6-93345fc61ca4,,
244,TCGA-G9-7521-01A-01-TS1.3eded173-8a3e-4653-9a56-21d48ae5dcbc,,
245,TCGA-G9-7523-01Z-00-DX1.2551f5e7-9fac-422f-b83a-2ecfd0e4e244,,
246,TCGA-G9-7523-01A-01-BS1.e163a490-6c6b-49f0-a32f-e614ee8d38b3,,
247,TCGA-G9-7523-01A-01-TS1.946b3311-92c7-4023-aed3-16d4280a9725,,
248,TCGA-G9-7525-01Z-00-DX1.076ebb72-f9f0-4b5b-88c7-21493d39f333,,
249,TCGA-G9-A9S0-01Z-00-DX1.790729D2-1AF4-4ACF-A470-A9ADC786298E,,
250,TCGA-G9-A9S0-01A-01-TSA.45CFA035-876E-43EE-88E2-A9D827BA75B0,,
251,TCGA-G9-A9S4-01Z-00-DX1.847AD7EA-278E-4E78-9465-1CA8229017AA,,
252,TCGA-G9-A9S4-01A-01-TS1.39B17C81-864D-4D77-B777-88B4F5FC629C,,
253,TCGA-G9-A9S7-01A-01-TSA.9A9DE5A1-481C-4B25-A9D9-712475F383D0,,
254,TCGA-G9-A9S7-01Z-00-DX1.E46D2A59-1B23-4841-B327-C9AAE176AD2D,,
255,TCGA-H9-7775-01A-01-TS1.b856c41f-dc36-427e-bdc7-ff480ad9a042,,
256,TCGA-H9-7775-01Z-00-DX1.ce2fb4f9-7a84-467c-8326-2c6605f3a1e9,,
257,TCGA-H9-7775-01A-01-BS1.b17d7138-8f7b-4e77-8e91-03aa0949e359,,
258,TCGA-H9-A6BY-01Z-00-DX1.304BEB19-3F0A-4676-B077-A4650F5C84A5,,
259,TCGA-H9-A6BY-01A-01-TS1.9D1BC9B2-6474-4430-ABAD-B7B9A642D9BE,,
260,TCGA-HC-7075-01Z-00-DX1.38ecaf2d-62ed-4d1c-8e88-0e757cffe77c,,
261,TCGA-HC-7075-01A-01-TS1.84d0d611-75ad-4e48-a14d-a9f56df82203,,
262,TCGA-HC-7077-01Z-00-DX1.18652ead-c43f-41bd-aefd-5364bc4d236e,,
263,TCGA-HC-7077-01A-01-BS1.08c66319-ff79-4103-b138-bc76a962cef1,,
264,TCGA-HC-7077-01A-01-TS1.083bb153-4acd-4a80-a481-c4e4dea29c0c,,
265,TCGA-HC-7078-01A-01-TS1.70ba2c61-1e37-4750-a127-36c4f76783d2,,
266,TCGA-HC-7078-01Z-00-DX1.12d9739d-337d-4e6f-b971-033635dfd07a,,
267,TCGA-HC-7079-01Z-00-DX1.5fb22f2a-ee91-4a0d-a696-a72ebb3414b1,,
268,TCGA-HC-7079-01A-01-TS1.2e112c76-4fa4-4a7a-a68e-745bb3fea37a,,
269,TCGA-HC-7079-01A-01-BS1.4fe73719-f126-4d99-9c6b-01c2edce0fce,,
270,TCGA-HC-7081-01A-01-TS1.6d85eaa2-aaa8-404c-8be1-f1be693b1792,,
271,TCGA-HC-7081-01Z-00-DX1.d4118273-e95d-41ed-9154-188ef3e005a4,,
272,TCGA-HC-7081-01A-01-BS1.90f27139-f055-4e70-a7e1-51e495f9856d,,
273,TCGA-HC-7209-01Z-00-DX1.ccf1d3c8-0351-4b7e-8539-0817ce3b8364,,
274,TCGA-HC-7209-01A-01-TS1.028552bb-3a9b-44dd-80c4-49d9680b2807,,
275,TCGA-HC-7210-01Z-00-DX1.07b41e7b-3097-4a56-a8db-249b9fb0553b,,
276,TCGA-HC-7210-01A-01-TS1.b3373f8e-50f9-49c0-a1ee-4393e307eaf2,,
277,TCGA-HC-7211-01Z-00-DX1.59ee78f9-0af3-4b3b-be43-128a59174f21,,
278,TCGA-HC-7211-01A-01-TS1.488fb7c0-37fd-47c7-b814-8e0fd9aa6738,,
279,TCGA-HC-7212-01A-01-TS1.adcfb513-ab65-454d-982d-683041804f67,,
280,TCGA-HC-7212-01Z-00-DX1.2c63a191-9ada-4744-abe9-4c2f7124a42e,,
281,TCGA-HC-7213-01A-01-TS1.ced3b462-b10b-46af-80e2-71ddc7e5fe6d,,
282,TCGA-HC-7213-01Z-00-DX1.5b03a3f2-ae77-4906-81b6-e9a5c0c5ed16,,
283,TCGA-HC-7230-01Z-00-DX1.da088457-3abd-4943-92e5-4b74d72010f1,,
284,TCGA-HC-7231-01Z-00-DX1.0850ecf9-5d71-48b3-b147-716bd792e862,,
285,TCGA-HC-7232-01A-01-TS1.c5d0e475-016d-4d2c-a001-70c0b64e995c,,
286,TCGA-HC-7232-01Z-00-DX1.a10b0b32-36bf-406c-bb86-fd9a8c309451,,
287,TCGA-HC-7232-01A-01-BS1.41fa2ea1-012c-4d60-bab6-8e21817c5b42,,
288,TCGA-HC-7233-01Z-00-DX1.f27b1b5d-4a74-4fa9-95b3-451e478d2691,,
289,TCGA-HC-7233-01A-01-TS1.2724c8e0-fbe1-4b0d-9d83-912e21e2a1cb,,
290,TCGA-HC-7233-01A-01-BS1.187deced-0b3e-4d7b-9c05-2c0b54abef60,,
291,TCGA-HC-7736-01A-01-BS1.3e8eb327-5c81-4c44-ae4c-fc647862f5d6,,
292,TCGA-HC-7736-01Z-00-DX1.8a162ae4-c046-43e9-b391-78efec7ab053,,
293,TCGA-HC-7736-01A-01-TS1.e3a6032b-7af0-4512-900d-4c267d1ea1d0,,
294,TCGA-HC-7737-01Z-00-DX1.44947b83-a5b8-43f7-b0a4-0a63f1d42844,,
295,TCGA-HC-7737-01A-01-TS1.e85490b5-57ec-4298-9bd3-3afcd749c67b,,
296,TCGA-HC-7738-01Z-00-DX1.CB18FC7E-9960-4639-9D95-B1EA15D1E8E1,,
297,TCGA-HC-7738-01A-01-TS1.669843b4-248d-4a5a-9ea2-a214e88db36b,,
298,TCGA-HC-7740-01Z-00-DX1.e0d2817f-fe41-4d04-a164-68f601a4e82e,,
299,TCGA-HC-7740-01A-01-TS1.b7fbd774-6a51-48ef-acb3-9eae3d352f4f,,
300,TCGA-HC-7740-01A-01-BS1.944abc8d-c654-4b99-a710-6cfa09bd7756,,
301,TCGA-HC-7744-01A-01-BS1.26a7e881-0857-46b4-a5b8-494537d7c938,,
302,TCGA-HC-7744-01A-01-TS1.7db612ea-ca19-4d59-8c7b-945fb25fbee6,,
303,TCGA-HC-7744-01Z-00-DX1.0e34f0c8-9f3d-41e9-a9bb-7b6596b75398,,
304,TCGA-HC-7745-01Z-00-DX1.50e87666-fdf5-4a68-a679-6fb3c770513e,,
305,TCGA-HC-7747-01Z-00-DX1.1fd2554f-29b9-4a9e-9fe1-93a1bc29f319,,
306,TCGA-HC-7748-01Z-00-DX1.6a3e2e09-65ba-48e1-b400-dfcf0bd61dc2,,
307,TCGA-HC-7748-01A-01-BS1.3fe5ec9b-c321-4f6c-b46d-e343e672123f,,
308,TCGA-HC-7750-01Z-00-DX1.a1457c89-5f31-4863-99e4-5675dfb9fef1,,
309,TCGA-HC-7752-01Z-00-DX1.8e7786c2-a393-47d3-8f22-36b283abdb3a,,
310,TCGA-HC-7818-01Z-00-DX1.06895343-4b63-40b2-afbb-b31b262a4165,,
311,TCGA-HC-7819-01Z-00-DX1.9208cfe7-825f-4535-959c-ca470b61b562,,
312,TCGA-HC-7820-01Z-00-DX1.B2F770A7-BF49-4B7C-97AD-7078511DC8F9,,
313,TCGA-HC-7821-01Z-00-DX1.85c082ca-1159-4cd1-b003-fed32f2ddf9e,,
314,TCGA-HC-8213-01Z-00-DX1.30F3004A-B2F4-42E6-A887-8C219617778E,,
315,TCGA-HC-8216-01Z-00-DX1.3629EA7F-6A2F-45FE-9B51-C27847BA43F8,,
316,TCGA-HC-8256-01Z-00-DX1.24CBDB5B-F10C-4C5D-9AC3-6AB19A374C43,,
317,TCGA-HC-8257-01Z-00-DX1.f11b1c83-b2d6-4e96-af6f-672bcf6719f4,,
318,TCGA-HC-8258-01Z-00-DX1.ac8865dd-1687-4afa-b536-c81d861c0837,,
319,TCGA-HC-8259-01Z-00-DX1.7f204bee-4100-4927-a36f-6acb2667d29f,,
320,TCGA-HC-8260-01Z-00-DX1.b12ffab8-be66-4fb2-98f9-2d78e7b4a09e,,
321,TCGA-HC-8261-01Z-00-DX1.231568ea-f873-4f62-85d2-f93ab91a8c0f,,
322,TCGA-HC-8262-01Z-00-DX1.bbe104bc-1d6f-4c3d-80dc-99aef05dc9c4,,
323,TCGA-HC-8264-01Z-00-DX1.0992961B-454E-40C4-9571-5B2D9FE8B3DF,,
324,TCGA-HC-8265-01A-01-TS1.cf22aa64-ad98-45f8-be30-8140c38f954d,,
325,TCGA-HC-8265-01Z-00-DX1.f0d35c7c-697c-4589-8783-ba258ed0155d,,
326,TCGA-HC-8266-01Z-00-DX1.e266de83-ea1d-41bb-a466-74aab0748eeb,,
327,TCGA-HC-A48F-01Z-00-DX1.F19F2A8B-7493-420D-8B40-D2C78F6E6184,,
328,TCGA-HC-A48F-01A-01-TS1.4BD2B690-100D-40DA-A236-B15702E31B81,,
329,TCGA-HC-A4ZV-01Z-00-DX1.74103CE2-AD31-4DAE-A812-47568B9BD19E,,
330,TCGA-HC-A4ZV-01A-01-TS1.3CEB3648-1E50-4E4A-9ED1-D7146DE60DBC,,
331,TCGA-HC-A631-01A-01-TSA.9DCC5D25-C8D4-48C3-984C-B89EA7C89FFA,,
332,TCGA-HC-A631-01Z-00-DX1.9771F112-D955-4F5A-819A-3AE84DF712C2,,
333,TCGA-HC-A632-01A-01-TS1.D477419C-699C-4101-9726-13DCA9228ABB,,
334,TCGA-HC-A632-01Z-00-DX1.4F297280-B867-4109-822F-CD0DD4A699EE,,
335,TCGA-HC-A6AL-01Z-00-DX1.5FFF97EC-B884-4EEE-A0BE-0EDCD389B5C1,,
336,TCGA-HC-A6AL-01A-01-TS1.48581591-1248-4C82-B69B-03B52ACDECBC,,
337,TCGA-HC-A6AN-01Z-00-DX1.542ADC3A-F070-4D11-AD07-2D2B429A5F1A,,
338,TCGA-HC-A6AN-01A-01-TS1.8EB6B8B9-5DDA-46C4-9B35-B2AEE950E9BF,,
339,TCGA-HC-A6AO-01Z-00-DX1.826FFDEE-62D9-4946-906B-97166208019E,,
340,TCGA-HC-A6AO-01A-01-TS1.797D0084-2CC6-4D20-A484-820BEA79108A,,
341,TCGA-HC-A6AP-01Z-00-DX1.1E2C19B4-6757-488D-AFB4-71AE5FD6EC11,,
342,TCGA-HC-A6AP-01A-01-TS1.A2C8110D-5081-4812-B64E-31AB581EE6CF,,
343,TCGA-HC-A6AQ-01A-01-TS1.CDFDB554-F9D7-4CB1-A4FF-48C18418AB65,,
344,TCGA-HC-A6AQ-01Z-00-DX1.23957370-CCE3-49C2-AE21-4591DCE47E86,,
345,TCGA-HC-A6AS-01A-01-TS1.A86A75AD-C6F2-4497-A955-393A302BE5DD,,
346,TCGA-HC-A6AS-01Z-00-DX1.1E5AB965-7B24-4C19-BFEA-91FF7D08DD1D,,
347,TCGA-HC-A6HY-01A-01-TS1.0B1BE707-414A-499F-A12B-476833696F68,,
348,TCGA-HC-A6HY-01Z-00-DX1.9753A5EC-6068-4502-ACBB-4C6F1EA77AF9,,
349,TCGA-HC-A76W-01A-01-TS1.48877E52-6691-4B1C-A89D-53BA084BDC3A,,
350,TCGA-HC-A76W-01Z-00-DX1.A39A1BAD-9D0E-4818-8EFC-1ED5C4891E29,,
351,TCGA-HC-A76X-01Z-00-DX1.DBB52520-F96D-45AD-9228-BA81B7553824,,
352,TCGA-HC-A76X-01A-01-TS1.A089590F-9C81-41D0-928A-9F834E81D5A3,,
353,TCGA-HC-A8CY-01A-01-TS1.A506761B-C3C4-459C-882F-98ED426486F9,,
354,TCGA-HC-A8CY-01Z-00-DX1.64E9E7AD-78C0-470E-9882-5E40E97E66CA,,
355,TCGA-HC-A8D0-01A-01-TS1.F7E57B97-F776-47D5-B184-3CC7623A6F95,,
356,TCGA-HC-A8D0-01Z-00-DX1.C43B30C6-AC63-4A85-B259-1103621AFBEE,,
357,TCGA-HC-A8D1-01Z-00-DX1.8217FC07-A7A1-4C84-B5CF-9468AD18F912,,
358,TCGA-HC-A8D1-01A-01-TS1.D4093022-80F4-4EFE-BEB2-44507D97F841,,
359,TCGA-HC-A9TE-01A-01-TS1.E507910D-4EAA-4F64-8D2F-B7E5C6BC2F39,,
360,TCGA-HC-A9TE-01Z-00-DX1.E8C2DC19-216F-49C0-A52B-BBB70678D0B8,,
361,TCGA-HC-A9TH-01A-01-TS1.CAC5B6C9-1004-4198-BC84-4CAA1336DAF3,,
362,TCGA-HC-A9TH-01Z-00-DX1.13526861-B926-4CF5-9E99-D4A8FFFBBE7C,,
363,TCGA-HI-7168-01A-01-BS1.d8451250-8f7c-4e91-8a91-2118949d5dad,,
364,TCGA-HI-7168-01A-01-TS1.d02c5c3f-2736-4dc6-b115-3235aef254e2,,
365,TCGA-HI-7168-01Z-00-DX1.e4aabefc-b633-4f54-ae92-a839f2d80158,,
366,TCGA-HI-7169-01A-01-TS1.0183f289-7a60-4c96-9269-8b782df6d16c,,
367,TCGA-HI-7169-01Z-00-DX1.ac873262-34a1-4a47-8178-6a2a279c02e5,,
368,TCGA-HI-7169-01A-01-BS1.ee6cda00-1f25-4457-97b7-50acd0e3cac0,,
369,TCGA-HI-7170-01Z-00-DX1.a823f5e3-3285-4fa5-846e-aaa0d0ac0698,,
370,TCGA-HI-7170-01A-01-BS1.b9d23850-1f96-4ee3-95c4-6e8a9cf97405,,
371,TCGA-HI-7170-01A-01-TS1.ef91934f-a968-4fff-b752-0dc00953c89a,,
372,TCGA-J4-8198-01A-01-BS1.df6d00f2-de4e-4211-aa29-aff03c562d28,,
373,TCGA-J4-8198-01A-01-TS1.8f441742-7bb4-4cf7-995b-77ddadff681e,,
374,TCGA-J4-8198-01Z-00-DX1.0ABA1AEA-1DDA-4E5B-8F34-F63CCA2CA543,,
375,TCGA-J4-8200-01Z-00-DX1.98361F8B-4808-44ED-900A-0871819785FF,,
